0	0.0000
1	5.1094
2	7.1910
3	9.4944
4	11.6442
5	13.6223
6	15.4655
7	17.1764
8	18.7882
9	20.3095
10	21.7551
11	23.1240
12	24.4235
13	25.6532
14	26.8356
15	27.9531
16	29.0252
17	30.0752
18	31.0762
19	32.0274
20	32.9467
21	33.8251
22	34.6721
23	35.4860
24	36.2664
25	37.0059
26	37.7116
27	38.3771
28	39.0048
29	39.5935
30	40.1469
31	40.6690
32	41.1474
33	41.6010
34	42.0116
35	42.4020
36	42.7570
37	43.1031
38	43.4425
39	43.7668
40	44.0833
41	44.3820
42	44.6745
43	44.9574
44	45.2291
45	45.4951
46	45.7619
47	46.0177
48	46.2681
49	46.5171
50	46.7527
51	46.9785
52	47.1888
53	47.3738
54	47.5653
55	47.7558
56	47.9339
57	48.1173
58	48.2899
59	48.4620
60	48.6333
61	48.7921
62	48.9337
63	49.0587
64	49.1827
65	49.2865
66	49.3930
67	49.4669
68	49.5759
69	49.6905
70	49.8359
71	49.9889
72	50.1698
73	50.3801
74	50.6040
75	50.8308
76	51.0561
77	51.2923
78	51.5226
79	51.7575
80	51.9878
81	52.2033
82	52.4335
83	52.6754
84	52.9157
85	53.1735
86	53.4309
87	53.7010
88	53.9768
89	54.2471
90	54.5107
91	54.7690
92	55.0168
93	55.2535
94	55.5008
95	55.7458
96	55.9948
97	56.2405
98	56.4786
99	56.7347
100	56.9783
101	57.2872
102	57.6126
103	57.9661
104	58.3484
105	58.7388
106	59.1383
107	59.5488
108	59.9652
109	60.3633
110	60.7451
111	61.0984
112	61.3876
113	61.6413
114	61.9025
115	62.0747
116	62.3001
117	62.5323
118	62.7345
119	62.9178
120	63.1401
121	63.3462
122	63.6088
123	63.8974
124	64.2548
125	64.6699
126	65.1341
127	65.6582
128	66.2500
129	66.8515
130	67.4159
131	68.0928
132	68.5760
