0	0.0000
1	5.0618
2	7.2056
3	9.5531
4	11.7106
5	13.7008
6	15.5790
7	17.3593
8	19.0654
9	20.7132
10	22.3289
11	23.9033
12	25.4322
13	26.9285
14	28.4011
15	29.8460
16	31.2715
17	32.6674
18	34.0364
19	35.3877
20	36.7114
21	38.0135
22	39.2981
23	40.5623
24	41.8107
25	43.0392
26	44.2532
27	45.4554
28	46.6404
29	47.8121
30	48.9759
31	50.1211
32	51.2561
33	52.3753
34	53.4745
35	54.5591
36	55.6273
37	56.6787
38	57.7166
39	58.7351
40	59.7408
41	60.7275
42	61.6992
43	62.6555
44	63.5908
45	64.5102
46	65.4090
47	66.2932
48	67.1600
49	68.0136
50	68.8483
51	69.6733
52	70.4793
53	71.2765
54	72.0519
55	72.8219
56	73.5684
57	74.3128
58	75.0469
59	75.7739
60	76.4838
61	77.1957
62	77.8858
63	78.5652
64	79.2265
65	79.8744
66	80.5135
67	81.1283
68	81.7277
69	82.3071
70	82.8635
71	83.3957
72	83.9116
73	84.4118
74	84.8923
75	85.3629
76	85.8335
77	86.2926
78	86.7421
79	87.1767
80	87.5967
81	88.0453
82	88.4881
83	88.9431
84	89.4096
85	89.8837
86	90.3807
87	90.8915
88	91.3969
89	91.9070
90	92.4212
91	92.9334
92	93.4404
93	93.9394
94	94.4305
95	94.9125
96	95.3905
97	95.8627
98	96.3253
99	96.7839
100	97.2298
101	97.6657
102	98.0856
103	98.4916
104	98.8823
105	99.2631
106	99.6389
107	100.0040
108	100.3644
109	100.7149
110	101.0707
111	101.4235
112	101.7760
113	102.1332
114	102.4874
115	102.8364
116	103.1901
117	103.5340
118	103.8838
119	104.2490
120	104.6170
121	104.9969
122	105.3729
123	105.7594
124	106.1407
125	106.5345
126	106.9327
127	107.3212
128	107.7257
129	108.1355
130	108.5521
131	108.9908
132	109.4334
133	109.8914
134	110.3757
135	110.8856
136	111.4169
137	111.9612
138	112.5318
139	113.1187
140	113.7173
141	114.3422
142	114.9750
143	115.6195
144	116.2768
145	116.9314
146	117.5891
147	118.2713
148	118.9626
149	119.6599
150	120.3638
151	121.0797
152	121.7732
153	122.4696
154	123.1576
155	123.8283
156	124.4725
157	125.1105
158	125.7193
159	126.3057
160	126.8707
161	127.4324
162	127.9769
163	128.5560
164	129.1409
165	129.6880
166	130.2267
167	130.7750
168	131.2816
169	131.7825
170	132.2876
171	132.7580
172	133.2239
173	133.6719
174	134.1051
175	134.5180
176	134.9239
177	135.2933
178	135.6954
179	136.1070
180	136.5215
181	136.9284
182	137.3355
183	137.7873
184	138.3160
185	138.8264
186	139.4203
187	139.7107
